ticket_id,customer_id,opened_date,closed_date,priority,csat
633,99,2025-05-31,2025-06-03,P2,5
634,28,2026-01-16,2026-01-17,P4,1
635,54,2025-12-15,,P4,
636,28,2026-01-27,,P1,
637,92,2025-08-09,2025-08-11,P3,5
638,44,2026-01-16,,P2,
639,63,2025-04-16,2025-04-19,P1,3
640,30,2025-09-07,2025-09-22,P1,5
641,100,2026-05-01,2026-05-07,P2,4
642,4,2025-08-01,2025-08-04,P1,4
643,2,2025-05-27,2025-06-07,P2,1
644,104,2025-02-19,2025-03-03,P3,3
645,17,2025-06-02,2025-06-15,P2,5
646,19,2025-07-04,,P4,
647,43,2026-03-04,2026-03-08,P3,4
648,92,2026-04-02,2026-04-09,P4,5
649,80,2025-11-22,2025-11-25,P2,5
650,96,2026-01-08,2026-01-09,P1,4
651,109,2025-04-30,2025-05-10,P1,5
652,69,2025-02-20,2025-03-10,P4,5
653,70,2026-03-17,2026-03-25,P4,4
654,96,2025-12-23,2026-01-09,P4,5
655,34,2025-05-31,,P3,
656,34,2025-01-29,2025-02-18,P3,2
657,89,2025-12-07,2025-12-17,P3,5
658,2,2025-10-16,,P4,
659,83,2025-09-13,2025-09-23,P2,4
660,5,2026-04-19,,P3,
661,81,2025-02-10,2025-02-19,P1,4
662,50,2025-11-19,,P1,
663,108,2025-05-11,2025-05-19,P3,4
664,1,2026-05-15,,P3,
665,5,2025-01-12,2025-01-21,P3,3
666,33,2025-11-16,2025-11-30,P3,5
667,94,2026-05-11,2026-05-28,P3,4
668,53,2025-01-10,2025-01-19,P2,4
669,37,2025-07-22,2025-08-04,P1,4
670,11,2026-05-10,2026-05-16,P3,5
671,95,2025-02-10,2025-02-12,P1,2
672,102,2026-02-21,2026-03-05,P3,5
673,8,2025-10-13,2025-10-16,P1,4
674,40,2025-05-04,2025-05-07,P1,1
675,100,2025-09-12,,P4,
676,88,2025-05-21,2025-06-05,P4,4
677,25,2026-02-24,2026-02-27,P2,5
678,100,2026-02-26,2026-03-03,P4,2
679,52,2025-08-30,2025-08-31,P4,4
680,13,2025-07-31,2025-08-16,P4,3
681,76,2025-08-03,2025-08-12,P2,5
682,33,2025-12-16,,P2,
683,24,2025-09-18,2025-09-20,P2,5
684,57,2025-11-20,2025-11-24,P3,5
685,99,2025-09-10,2025-09-29,P4,3
686,96,2026-01-03,2026-01-13,P3,2
687,107,2025-06-03,2025-06-19,P3,4
688,3,2026-04-01,2026-04-01,P3,4
689,109,2026-01-25,2026-02-11,P2,4
690,83,2026-01-19,2026-01-28,P4,5
691,72,2025-01-10,2025-01-30,P4,5
692,51,2025-12-08,2025-12-28,P3,4
693,110,2025-10-20,2025-11-04,P1,4
694,42,2025-05-08,2025-05-16,P1,4
695,110,2025-10-03,2025-10-17,P4,2
696,40,2025-08-15,2025-08-28,P4,4
697,97,2025-01-30,,P1,
698,77,2025-04-08,2025-04-19,P2,5
699,44,2025-10-23,2025-11-12,P4,2
700,75,2025-09-12,2025-09-12,P4,4
701,41,2025-10-22,,P3,
702,109,2025-12-01,2025-12-14,P4,3
703,63,2025-01-24,2025-02-02,P4,5
704,62,2026-04-15,2026-04-18,P4,4
705,109,2026-03-10,2026-03-24,P3,2
706,96,2025-01-10,2025-01-12,P3,5
707,80,2025-05-25,2025-05-26,P3,5
708,59,2026-02-20,2026-03-02,P2,4
709,63,2025-05-13,2025-05-21,P3,4
710,44,2026-01-11,2026-01-21,P4,5
711,107,2026-04-27,2026-05-10,P3,5
712,24,2025-01-02,,P3,
713,28,2026-02-04,2026-02-04,P4,3
714,17,2025-09-28,2025-10-18,P4,5
715,50,2025-10-20,2025-10-30,P4,5
716,8,2026-04-30,2026-05-17,P2,3
717,95,2026-03-28,2026-04-17,P1,5
718,31,2025-07-29,2025-08-11,P2,4
719,100,2025-08-26,2025-09-08,P2,4
720,83,2026-04-09,2026-04-28,P3,5
721,26,2025-12-21,,P4,
722,78,2026-03-02,2026-03-14,P2,4
723,62,2025-09-11,2025-09-25,P3,3
724,63,2025-02-24,2025-03-09,P1,4
725,76,2025-02-27,2025-03-11,P3,5
726,3,2026-03-14,2026-03-29,P2,4
727,45,2025-01-19,2025-01-22,P4,2
728,79,2025-09-01,,P2,
729,27,2025-01-28,2025-02-12,P1,1
730,26,2025-04-21,2025-04-30,P2,4
731,27,2026-04-30,2026-05-15,P4,3
732,74,2026-03-17,2026-03-22,P3,3
733,13,2025-10-10,,P4,
734,87,2025-10-23,2025-11-12,P1,4
735,16,2025-11-27,2025-12-02,P3,4
736,6,2025-05-07,2025-05-09,P4,4
737,77,2026-04-09,2026-04-12,P3,5
738,13,2026-05-16,2026-05-18,P2,1
739,106,2025-04-29,2025-05-17,P1,5
740,48,2025-11-05,2025-11-17,P3,5
741,20,2025-04-22,2025-05-10,P2,3
742,72,2025-12-12,2025-12-18,P3,4
743,21,2025-09-29,2025-10-15,P4,3
744,31,2025-06-06,2025-06-26,P1,5
745,95,2025-05-05,2025-05-05,P4,5
746,61,2026-02-09,2026-02-13,P4,2
747,74,2025-04-15,2025-04-17,P3,4
748,46,2025-04-12,2025-04-17,P2,4
749,36,2026-03-18,2026-04-07,P2,5
750,89,2025-08-27,2025-08-31,P4,4
751,98,2025-12-29,2026-01-13,P3,3
752,77,2025-02-10,2025-02-15,P4,5
753,22,2025-09-17,2025-10-02,P4,4
754,79,2025-02-12,2025-02-13,P2,4
755,77,2025-07-13,2025-08-01,P2,4
756,107,2026-01-19,,P3,
757,63,2025-04-23,2025-04-25,P1,2
758,37,2025-01-11,,P1,
759,59,2026-02-17,2026-02-20,P3,3
760,32,2026-02-07,2026-02-14,P2,5
761,55,2025-07-06,2025-07-20,P4,2
762,29,2026-02-14,2026-02-25,P2,2
763,48,2025-04-18,2025-04-20,P1,1
764,93,2025-06-15,2025-07-01,P2,4
765,12,2026-02-21,2026-02-28,P1,5
766,86,2025-12-21,2026-01-04,P4,3
767,47,2025-08-01,2025-08-01,P1,5
768,24,2026-04-29,2026-05-02,P4,5
769,28,2025-08-21,2025-08-27,P1,4
770,11,2026-03-07,,P3,
771,73,2025-03-29,2025-04-11,P2,5
772,21,2026-05-02,,P1,
773,54,2025-02-09,2025-02-15,P4,4
774,52,2025-01-28,2025-02-02,P1,4
775,35,2025-05-08,2025-05-18,P3,1
776,107,2025-08-30,,P1,
777,101,2025-01-17,2025-01-26,P3,2
778,96,2025-05-05,2025-05-07,P3,4
779,79,2026-05-11,2026-05-31,P2,5
780,62,2025-07-27,2025-08-15,P3,5
781,102,2026-04-20,2026-05-05,P4,4
782,7,2026-03-10,2026-03-20,P3,4
783,49,2025-03-18,2025-03-28,P3,1
784,22,2025-04-02,2025-04-11,P1,3
785,50,2025-10-30,2025-11-07,P4,5
786,97,2025-02-26,2025-03-13,P1,3
787,95,2025-09-23,2025-09-28,P1,4
788,39,2025-10-15,2025-11-01,P1,2
789,48,2026-05-09,,P1,
790,73,2025-09-13,2025-09-23,P2,4
791,52,2025-09-09,2025-09-26,P1,5
792,34,2025-05-19,,P3,
793,36,2026-01-18,2026-01-22,P2,5
794,96,2025-07-27,2025-08-11,P1,1
795,90,2025-06-27,,P1,
796,30,2025-08-13,2025-08-29,P2,5
797,53,2025-09-19,2025-09-27,P4,5
798,6,2025-05-31,2025-06-04,P1,4
799,38,2025-03-18,2025-03-18,P1,4
800,57,2025-12-01,,P1,
801,34,2025-04-23,2025-05-06,P2,4
802,77,2026-01-19,2026-02-08,P1,4
803,88,2025-01-25,2025-02-04,P1,5
804,42,2025-01-20,2025-01-20,P1,4
805,89,2026-03-02,2026-03-16,P1,5
806,1,2026-04-06,2026-04-20,P2,4
807,65,2025-05-26,2025-06-06,P4,4
808,62,2025-09-04,2025-09-05,P1,4
809,78,2026-01-07,2026-01-12,P2,3
810,39,2025-10-28,2025-10-31,P2,1
811,15,2025-07-05,2025-07-10,P3,3
812,80,2025-09-06,2025-09-23,P4,4
813,36,2026-02-06,2026-02-07,P1,5
814,22,2025-12-18,2025-12-19,P3,4
815,104,2025-05-27,2025-06-10,P1,5
816,12,2025-04-01,2025-04-06,P2,4
817,8,2025-09-30,2025-10-06,P1,5
818,20,2025-07-03,2025-07-18,P1,1
819,109,2025-07-26,2025-08-15,P4,1
820,92,2025-05-04,,P3,
821,44,2025-11-13,2025-11-24,P3,4
822,16,2025-07-20,2025-08-03,P4,5
823,91,2025-07-31,2025-08-04,P3,4
824,70,2026-03-17,2026-03-29,P4,5
825,110,2025-01-28,2025-02-01,P4,3
826,66,2025-09-07,2025-09-13,P2,5
827,23,2025-06-17,2025-06-25,P1,5
828,50,2025-11-11,,P4,
829,72,2026-02-14,2026-02-28,P4,5
830,13,2026-02-23,2026-03-12,P3,4
831,16,2026-01-22,2026-01-23,P4,4
832,50,2025-06-15,2025-07-02,P2,3
833,110,2025-12-31,2026-01-18,P1,1
834,36,2025-08-09,2025-08-10,P4,5
835,1,2025-12-29,2026-01-15,P4,5
836,5,2025-07-16,2025-07-24,P2,5
837,61,2025-07-10,2025-07-29,P4,3
838,79,2026-05-16,2026-05-17,P2,5
839,8,2025-05-15,,P4,
840,84,2025-09-29,,P4,
841,55,2025-05-15,,P2,
842,1,2025-12-18,2025-12-19,P1,4
843,110,2025-03-02,2025-03-21,P4,5
844,43,2025-06-02,2025-06-17,P1,4
845,70,2025-05-25,2025-05-30,P2,1
846,66,2025-03-26,2025-04-11,P2,1
847,45,2025-06-11,2025-06-18,P2,4
848,69,2025-07-04,2025-07-06,P1,4
849,15,2025-04-07,2025-04-17,P1,4
850,103,2025-08-13,2025-08-30,P3,5
851,2,2026-01-04,2026-01-15,P1,5
852,68,2025-11-22,,P1,
853,46,2026-01-19,2026-01-21,P1,2
854,92,2026-04-25,2026-04-25,P1,4
855,36,2026-01-12,,P4,
856,75,2025-11-06,2025-11-12,P4,5
857,53,2025-12-25,2026-01-13,P3,5
858,58,2025-04-26,2025-05-12,P1,4
859,73,2026-04-25,2026-04-29,P2,3
860,78,2025-01-25,2025-02-06,P2,4
861,53,2026-02-20,2026-02-21,P1,3
862,27,2025-09-02,2025-09-08,P1,3
863,18,2025-11-27,2025-12-07,P2,5
864,56,2025-07-19,2025-08-06,P3,3
865,27,2026-05-11,2026-05-24,P1,5
866,85,2025-06-06,2025-06-16,P3,4
867,48,2026-05-03,2026-05-16,P1,2
868,97,2025-10-06,2025-10-24,P3,2
869,49,2025-12-26,2026-01-02,P1,5
870,69,2025-08-18,2025-09-06,P4,4
871,100,2025-04-27,2025-05-04,P2,5
872,26,2025-01-05,2025-01-13,P2,5
873,105,2025-04-24,2025-05-10,P1,5
874,85,2025-10-19,,P2,
875,42,2025-01-14,2025-02-02,P4,5
876,3,2025-05-13,,P3,
877,32,2026-02-01,2026-02-18,P4,5
878,66,2025-06-05,,P4,
879,84,2025-03-20,,P2,
880,60,2025-06-11,2025-06-26,P4,4
881,26,2025-07-31,,P2,
882,63,2025-04-10,,P2,
883,26,2025-04-08,2025-04-09,P2,1
884,38,2025-08-26,,P4,
885,47,2025-02-20,2025-03-08,P1,4
886,1,2025-10-16,2025-11-01,P4,5
887,108,2025-04-07,2025-04-19,P2,5
888,65,2025-11-29,,P4,
889,70,2026-05-01,2026-05-19,P4,1
890,110,2026-02-10,2026-02-26,P2,4
891,63,2025-10-29,2025-10-30,P3,5
892,22,2025-10-06,2025-10-14,P1,4
893,55,2025-10-07,2025-10-09,P2,4
894,81,2025-05-27,2025-05-30,P4,4
895,78,2025-08-15,2025-08-15,P1,1
896,68,2025-04-19,2025-04-27,P3,1
897,93,2025-05-13,2025-05-21,P1,5
898,105,2026-02-13,2026-02-21,P2,4
899,33,2025-08-02,2025-08-12,P4,5
900,95,2025-11-21,2025-11-25,P2,3
901,9,2025-12-10,2025-12-26,P4,4
902,96,2026-01-08,2026-01-21,P4,4
903,82,2025-12-17,2025-12-26,P4,1
904,93,2025-10-12,2025-10-12,P2,3
905,83,2026-02-02,2026-02-12,P4,5
906,14,2025-03-06,2025-03-19,P4,5
907,3,2025-05-28,2025-05-30,P4,5
908,70,2026-05-02,,P4,
909,26,2026-01-01,2026-01-03,P1,3
910,108,2025-09-02,2025-09-12,P4,3
911,77,2025-11-05,2025-11-13,P2,3
912,107,2025-02-26,2025-03-13,P2,3
913,93,2026-02-18,2026-02-19,P4,5
914,53,2025-08-11,,P3,
915,106,2025-01-08,2025-01-22,P4,5
916,33,2026-04-05,2026-04-05,P4,4
917,38,2025-07-28,2025-08-09,P4,4
918,66,2025-12-06,2025-12-16,P2,4
919,41,2026-04-08,2026-04-18,P3,4
920,43,2025-10-15,2025-10-28,P2,3
921,74,2025-11-07,2025-11-08,P4,3
922,61,2025-11-12,,P1,
923,13,2025-06-10,,P2,
924,57,2026-01-03,2026-01-10,P2,5
925,31,2025-11-12,2025-11-16,P4,5
926,18,2025-03-21,2025-04-01,P4,3
927,24,2025-10-16,2025-10-29,P1,5
928,30,2025-07-04,2025-07-16,P1,3
929,72,2026-04-13,2026-04-22,P1,5
930,91,2025-06-06,2025-06-24,P2,3
931,81,2025-07-07,2025-07-07,P1,1
932,20,2026-02-25,2026-03-10,P4,3
933,82,2026-02-28,2026-03-01,P3,4
934,78,2026-02-05,2026-02-06,P1,5
935,7,2025-11-02,2025-11-05,P3,4
936,40,2025-06-23,2025-07-02,P1,3
937,13,2025-08-31,2025-09-16,P2,5
938,84,2026-01-12,2026-01-27,P2,5
939,103,2026-02-25,2026-02-25,P2,4
940,44,2025-12-07,2025-12-24,P4,5
941,88,2026-04-22,,P2,
942,21,2025-02-25,2025-03-10,P4,4
943,73,2026-03-30,,P4,
944,8,2025-11-18,2025-12-05,P1,4
945,16,2026-02-21,,P3,
946,1,2025-11-24,2025-11-28,P4,5
947,35,2025-04-01,2025-04-05,P3,5
948,32,2025-06-08,2025-06-26,P4,5
949,44,2025-03-13,2025-03-26,P1,5
950,109,2025-06-13,2025-06-19,P3,5
951,11,2025-02-11,,P3,
952,90,2025-10-21,2025-11-01,P4,5
953,44,2025-07-03,2025-07-22,P3,4
954,73,2026-04-23,,P1,
955,87,2025-06-26,2025-07-06,P2,5
956,98,2025-04-27,2025-04-28,P3,2
957,94,2025-04-29,2025-04-29,P2,3
958,78,2026-05-07,2026-05-22,P3,3
959,30,2025-04-27,2025-05-01,P4,4
960,68,2025-08-08,2025-08-23,P1,5
961,38,2026-03-15,2026-03-30,P4,2
962,93,2025-05-21,2025-06-09,P2,5
963,85,2026-02-01,,P1,
964,53,2025-08-19,2025-09-08,P1,5
965,3,2025-01-17,2025-02-05,P3,4
966,23,2025-11-11,2025-11-27,P1,4
967,49,2025-11-22,2025-11-30,P2,2
968,55,2025-07-02,2025-07-18,P1,4
969,99,2025-04-03,2025-04-12,P3,2
970,83,2025-07-06,2025-07-21,P3,4
971,99,2026-03-11,2026-03-27,P3,3
972,49,2025-06-29,2025-07-02,P2,5
973,37,2025-04-15,2025-04-23,P4,5
974,89,2025-01-14,2025-01-30,P2,4
975,10,2026-04-27,2026-05-04,P3,4
976,31,2025-06-15,2025-06-29,P3,5
977,110,2025-06-16,,P4,
978,27,2025-12-20,2025-12-23,P1,3
979,102,2025-02-06,2025-02-11,P1,4
980,85,2025-09-19,2025-09-21,P4,3
981,71,2025-09-16,2025-10-04,P4,4
982,7,2025-09-07,2025-09-08,P1,1
983,80,2025-07-09,2025-07-29,P2,4
984,50,2025-12-09,2025-12-15,P3,4
985,92,2025-12-03,2025-12-09,P2,4
986,1,2026-05-06,2026-05-21,P4,2
987,6,2025-09-04,2025-09-20,P2,5
988,57,2025-11-06,2025-11-22,P2,5
989,90,2026-05-12,2026-06-01,P4,4
990,107,2026-03-04,2026-03-10,P3,5
991,47,2025-05-22,,P2,
992,65,2026-04-14,2026-04-25,P2,5
993,68,2025-03-26,2025-04-07,P1,5
994,13,2025-08-03,,P3,
995,22,2025-09-04,2025-09-13,P4,5
996,13,2025-07-04,2025-07-24,P2,3
997,10,2026-05-15,2026-06-04,P2,5
998,10,2026-02-11,2026-02-17,P3,5
999,50,2026-03-27,2026-03-29,P1,4
1000,110,2025-08-26,2025-09-07,P1,2
1001,103,2025-01-11,2025-01-11,P4,3
1002,40,2025-12-06,2025-12-25,P4,4
1003,8,2026-01-29,2026-01-29,P3,4
1004,30,2025-09-20,,P4,
1005,25,2025-02-18,2025-03-09,P2,4
1006,64,2026-03-04,2026-03-16,P4,3
1007,82,2025-10-22,2025-10-27,P4,5
1008,37,2025-12-12,2025-12-24,P4,3
1009,41,2025-04-10,,P3,
1010,21,2025-12-09,2025-12-17,P4,3
1011,18,2026-03-16,2026-03-16,P2,4
1012,94,2025-02-19,2025-02-28,P3,3
1013,104,2026-02-05,2026-02-08,P3,4
1014,41,2026-05-12,2026-05-30,P4,5
1015,23,2025-11-21,2025-11-29,P1,4
1016,74,2026-05-01,2026-05-05,P1,4
1017,109,2025-07-01,2025-07-15,P4,3
1018,68,2025-06-19,2025-06-19,P1,2
1019,70,2025-03-21,,P1,
1020,102,2025-01-16,,P4,
1021,58,2025-03-08,2025-03-08,P3,4
1022,36,2026-03-01,2026-03-12,P1,5
1023,80,2025-07-28,2025-08-09,P1,5
1024,12,2026-01-04,,P3,
1025,31,2025-05-20,2025-05-20,P2,1
1026,51,2025-12-01,2025-12-12,P3,4
1027,60,2025-07-09,2025-07-22,P4,5
1028,47,2026-01-17,2026-01-31,P4,5
1029,62,2026-05-14,,P1,
1030,44,2025-01-02,2025-01-15,P2,4
1031,31,2025-05-05,2025-05-06,P4,3
1032,98,2025-12-26,,P4,
1033,82,2025-01-12,2025-01-25,P3,5
1034,29,2026-03-12,2026-03-26,P1,5
1035,42,2025-04-15,2025-04-24,P4,4
1036,91,2025-09-28,2025-09-30,P2,5
1037,75,2025-04-14,2025-04-15,P4,5
1038,15,2025-06-30,2025-07-01,P1,5
1039,56,2025-07-23,2025-07-26,P4,2
1040,109,2026-03-22,,P1,
1041,35,2025-03-02,2025-03-05,P4,5
1042,57,2025-11-08,2025-11-21,P3,2
1043,53,2025-08-15,2025-08-16,P1,4
1044,71,2025-08-25,2025-09-02,P2,5
1045,20,2025-11-06,2025-11-22,P4,4
1046,70,2025-09-22,2025-10-01,P2,4
1047,33,2026-02-03,2026-02-09,P4,4
1048,69,2025-12-18,2025-12-31,P3,4
1049,65,2025-04-06,,P1,
1050,73,2026-01-01,,P3,
1051,33,2025-09-07,2025-09-17,P1,4
1052,104,2025-04-10,2025-04-16,P1,5
1053,9,2026-03-04,2026-03-14,P1,5
1054,36,2025-01-10,2025-01-27,P3,4
1055,97,2026-03-03,2026-03-15,P1,4
1056,83,2025-05-03,,P3,
1057,8,2025-10-18,2025-10-26,P2,3
1058,85,2025-02-24,2025-03-07,P2,4
1059,61,2025-10-03,2025-10-05,P1,2
1060,47,2025-02-24,2025-03-12,P4,5
1061,104,2025-10-25,,P4,
1062,77,2025-01-25,2025-02-03,P3,4
1063,8,2026-01-30,2026-02-10,P3,4
1064,13,2025-11-06,2025-11-13,P4,5
1065,72,2025-10-17,2025-10-19,P1,5
1066,80,2026-05-16,2026-05-21,P1,5
1067,3,2025-11-16,2025-12-02,P1,4
1068,82,2025-08-05,,P3,
1069,40,2026-03-17,2026-03-19,P4,4
1070,13,2025-02-22,2025-03-09,P3,5
1071,21,2026-05-12,2026-05-12,P1,5
1072,72,2026-05-12,2026-05-12,P3,4
1073,71,2025-03-20,2025-03-28,P4,1
1074,63,2025-12-31,2026-01-18,P4,4
1075,23,2025-05-26,,P1,
1076,26,2025-02-12,,P4,
1077,12,2025-08-18,2025-08-29,P2,4
1078,99,2025-03-19,2025-03-28,P4,4
1079,54,2025-05-16,2025-06-05,P3,4
1080,65,2026-04-23,2026-04-29,P1,4
1081,11,2025-01-06,2025-01-10,P2,5
1082,28,2025-05-15,2025-06-03,P4,5
1083,97,2025-09-06,,P3,
1084,74,2025-06-06,2025-06-11,P3,3
1085,95,2025-07-09,2025-07-17,P2,3
1086,12,2025-05-04,2025-05-20,P3,2
1087,83,2026-03-16,2026-03-26,P1,4
1088,87,2026-05-10,2026-05-21,P3,2
1089,48,2026-02-17,2026-02-24,P4,5
1090,47,2025-01-08,2025-01-24,P2,4
1091,16,2025-08-25,2025-09-04,P2,5
1092,88,2026-01-03,2026-01-10,P2,3
1093,13,2026-01-14,2026-01-20,P4,5
1094,102,2025-10-22,2025-11-04,P1,4
1095,63,2025-04-12,2025-04-19,P3,1
1096,110,2025-12-20,2025-12-30,P1,5
1097,40,2026-02-05,2026-02-21,P1,5
1098,61,2026-03-16,2026-04-02,P3,4
1099,95,2025-06-27,2025-07-13,P2,3
1100,94,2026-01-19,,P4,
1101,97,2025-03-22,2025-04-11,P4,5
1102,93,2025-04-22,,P1,
1103,48,2025-06-30,2025-07-17,P4,5
1104,19,2026-01-22,2026-01-28,P4,5
1105,59,2025-07-11,,P3,
1106,26,2026-03-12,2026-03-16,P1,4
1107,100,2025-04-21,2025-04-30,P3,5
1108,57,2025-09-02,2025-09-12,P4,5
1109,28,2026-01-12,,P4,
1110,76,2025-10-28,2025-11-14,P3,4
1111,32,2025-09-17,2025-09-22,P1,4
1112,103,2025-04-01,2025-04-05,P4,5
1113,103,2026-02-28,2026-03-10,P2,5
1114,98,2025-11-27,2025-12-12,P3,4
1115,43,2025-02-28,2025-03-05,P2,5
1116,22,2025-03-20,2025-03-20,P2,5
1117,101,2025-05-24,2025-06-06,P2,5
1118,76,2025-10-17,2025-10-29,P4,4
1119,10,2025-10-14,,P4,
1120,73,2025-10-31,2025-11-20,P3,4
1121,10,2025-01-19,2025-01-31,P2,4
1122,79,2025-03-14,2025-03-16,P4,5
1123,2,2025-06-06,2025-06-11,P4,4
1124,102,2026-02-13,2026-02-16,P2,3
1125,82,2025-01-07,2025-01-18,P4,4
1126,23,2025-06-11,,P4,
1127,79,2025-06-03,2025-06-05,P1,4
1128,87,2026-05-10,2026-05-27,P4,5
1129,98,2025-01-16,,P1,
1130,59,2025-02-20,2025-03-01,P2,3
1131,91,2025-07-24,2025-07-24,P1,5
1132,65,2025-11-29,2025-12-09,P3,5
1133,34,2026-02-05,2026-02-13,P2,5
1134,100,2025-02-27,2025-03-05,P4,5
1135,64,2026-03-14,2026-03-27,P2,4
1136,100,2026-04-28,2026-04-30,P1,2
1137,103,2025-06-05,2025-06-12,P2,3
1138,6,2026-01-30,2026-02-17,P4,4
1139,43,2026-05-06,2026-05-18,P2,5
1140,16,2025-10-12,2025-10-15,P1,5
1141,104,2025-09-27,2025-10-12,P1,3
1142,92,2026-05-04,,P2,
1143,50,2025-07-02,2025-07-21,P1,4
1144,28,2025-01-30,2025-02-03,P1,2
1145,63,2025-09-28,2025-10-01,P3,5
1146,23,2025-12-27,2026-01-03,P3,4
1147,68,2025-10-06,,P1,
1148,69,2025-06-12,2025-07-01,P2,1
1149,4,2026-03-15,,P3,
1150,17,2026-03-20,2026-04-03,P1,4
1151,2,2025-10-22,2025-11-02,P1,5
1152,106,2025-02-05,2025-02-19,P3,5
1153,9,2025-04-26,2025-05-08,P2,3
1154,70,2025-11-30,,P4,
1155,5,2025-04-01,2025-04-01,P1,5
1156,107,2025-11-02,,P3,
1157,50,2025-11-12,,P2,
1158,105,2025-07-26,2025-07-27,P4,4
1159,21,2025-01-19,2025-02-08,P1,4
1160,56,2026-01-12,2026-01-18,P3,5
1161,30,2025-05-04,2025-05-10,P4,2
1162,91,2025-04-06,2025-04-19,P1,5
1163,40,2026-03-08,2026-03-26,P4,5
1164,32,2025-01-19,2025-01-30,P3,5
1165,13,2025-04-16,2025-04-23,P4,1
1166,57,2025-04-14,2025-04-15,P2,5
1167,38,2026-05-15,2026-05-15,P2,2
1168,44,2025-10-18,2025-11-07,P2,4
1169,31,2025-10-16,2025-10-17,P3,4
1170,62,2025-05-23,2025-05-29,P3,2
1171,65,2025-01-10,,P3,
1172,14,2025-07-20,2025-07-24,P1,4
1173,12,2026-01-01,2026-01-10,P1,3
1174,35,2025-07-20,,P1,
1175,29,2025-10-23,2025-10-31,P3,5
1176,108,2025-07-04,2025-07-20,P3,5
1177,50,2026-03-17,2026-03-26,P1,2
1178,98,2025-11-27,,P2,
1179,22,2025-01-02,2025-01-05,P1,4
1180,52,2026-01-16,2026-01-16,P4,2
1181,99,2025-06-28,2025-06-29,P2,4
1182,50,2026-02-22,2026-03-08,P1,4
1183,36,2025-07-25,2025-07-28,P2,4
1184,87,2025-11-23,2025-12-09,P2,3
1185,94,2025-11-06,2025-11-19,P4,4
1186,101,2026-05-05,,P1,
1187,33,2026-03-09,2026-03-26,P1,2
1188,107,2025-04-27,2025-05-09,P3,4
1189,63,2025-07-12,,P3,
1190,101,2025-03-15,,P4,
1191,38,2025-06-22,,P3,
1192,47,2025-10-25,2025-11-05,P1,5
1193,7,2025-03-16,2025-04-05,P4,1
1194,93,2025-10-26,2025-11-06,P3,3
1195,55,2026-04-12,2026-04-20,P2,4
1196,76,2025-05-11,2025-05-17,P1,2
1197,73,2025-09-24,2025-09-29,P1,2
1198,34,2025-12-30,2026-01-12,P2,4
1199,108,2025-04-12,,P3,
1200,15,2025-09-09,2025-09-10,P2,1
1201,47,2025-03-28,2025-04-07,P1,5
1202,25,2025-05-11,2025-05-13,P2,3
1203,70,2025-01-15,2025-02-02,P4,5
1204,48,2025-05-17,,P2,
1205,58,2025-11-11,2025-11-12,P2,4
1206,71,2025-02-28,2025-03-14,P4,3
1207,80,2025-11-19,,P2,
1208,103,2025-10-27,2025-11-09,P4,5
1209,14,2025-03-11,2025-03-12,P3,5
1210,50,2025-05-23,2025-06-05,P4,5
1211,34,2025-08-26,2025-09-12,P3,4
1212,7,2025-10-12,2025-10-20,P1,2
1213,84,2026-03-20,2026-03-29,P2,5
1214,46,2025-08-28,2025-08-28,P2,4
1215,66,2025-08-10,,P3,
1216,81,2025-06-21,2025-06-24,P2,4
1217,42,2025-12-16,2025-12-26,P4,3
1218,44,2026-03-03,,P1,
1219,108,2025-10-16,,P3,
1220,24,2025-09-29,2025-10-05,P1,5
1221,109,2026-03-17,2026-03-27,P4,5
1222,29,2026-04-01,2026-04-01,P1,4
1223,30,2025-10-15,2025-10-31,P4,2
1224,82,2025-09-01,2025-09-15,P1,4
1225,75,2026-03-19,2026-04-08,P1,1
1226,109,2025-09-08,2025-09-11,P3,1
1227,63,2025-05-31,2025-06-09,P1,5
1228,109,2025-08-12,2025-08-30,P3,5
1229,32,2025-09-19,2025-10-03,P3,4
1230,32,2025-03-01,2025-03-21,P4,5
1231,64,2025-08-06,2025-08-25,P2,5
1232,73,2025-07-13,2025-07-18,P4,3
1233,28,2025-03-27,2025-04-04,P1,4
1234,25,2025-12-13,2026-01-02,P1,4
1235,42,2025-07-29,2025-08-10,P1,5
1236,34,2025-02-02,2025-02-09,P4,1
1237,51,2025-09-23,2025-10-13,P4,3
1238,50,2026-02-20,,P4,
1239,5,2026-04-23,2026-05-04,P1,4
1240,61,2026-02-10,2026-02-10,P2,3
1241,55,2026-01-19,2026-01-26,P2,5
1242,60,2025-05-08,,P2,
1243,10,2025-09-27,2025-10-05,P3,2
1244,87,2025-09-04,2025-09-07,P2,5
1245,53,2025-03-05,,P3,
1246,60,2025-07-15,,P2,
1247,33,2025-08-25,2025-09-11,P2,5
1248,94,2025-06-26,2025-07-05,P3,5
1249,45,2026-02-11,2026-02-24,P2,4
1250,9,2025-11-30,2025-12-03,P3,4
1251,76,2025-04-01,2025-04-13,P1,4
1252,2,2025-10-07,2025-10-27,P2,4
1253,71,2025-04-10,2025-04-11,P3,4
1254,61,2025-09-17,2025-09-20,P1,5
1255,67,2025-09-29,2025-09-30,P3,5
1256,9,2025-09-18,,P2,
1257,37,2025-05-26,2025-06-07,P2,3
1258,56,2025-02-03,2025-02-17,P1,5
